epoch,recall,f1,precision,noise,accuracy,mIOU,loss
32,0.8436769095995948,0.7919161387814302,0.7461394390245175,0.25386056097540716,0.9889522128634961,0.8213887654339432,0.1342732161283493
33,0.8411253901697746,0.79117283032623,0.7468208179785577,0.2531791820213667,0.9889358944363043,0.8207505624651057,0.13641005754470825
34,0.8415761586023762,0.7905375125947043,0.7453355328075124,0.2546644671924122,0.9888873630099805,0.8204499255326695,0.13675092160701752
35,0.8432091310374612,0.7913286004839827,0.7454622013022583,0.25453779869766646,0.9889189402262348,0.8211490801480636,0.13584956526756287
36,0.8396284987709467,0.7916553012663595,0.7488678343586102,0.2511321656413139,0.988987816704642,0.8210951399576386,0.13554419577121735
37,0.8440001020607054,0.7905501975668625,0.7434669903203015,0.25653300967962356,0.9888562096489779,0.8205198439386976,0.13409946858882904
38,0.8418228054805922,0.7909619368821379,0.7458966977647933,0.25410330223513133,0.9889125823974588,0.8206911029266379,0.1351916790008545
39,0.8446720021772247,0.7906347223177346,0.743095720880759,0.2569042791191661,0.9888530307345899,0.8205998307741998,0.1345776617527008
40,0.8427583626048596,0.791028685964443,0.7452822383512657,0.25471776164865895,0.9889047410753017,0.8207622369759805,0.13484495878219604
41,0.8436513944052967,0.7908472972459103,0.744263869505789,0.25573613049413585,0.9888807932535786,0.8207791328770573,0.13622373342514038
42,0.842435170143749,0.7916701584257969,0.74667561210946,0.2533243878904645,0.9889520009358702,0.821066560048748,0.13403034210205078
43,0.8397135494186074,0.7909014757892205,0.7474524945112614,0.25254750548866284,0.988936318291556,0.8206977433210552,0.13559789955615997
44,0.8403769444703607,0.7911492187526113,0.747369694952632,0.25263030504729234,0.9889441596137132,0.820616523052919,0.13524357974529266
45,0.8398071051310342,0.7913160502168758,0.7481191329448545,0.2518808670550697,0.9889628092447895,0.8209456611164635,0.13558736443519592
46,0.844068142578834,0.7913546824820603,0.7448383005230563,0.25516169947686856,0.9889094034830708,0.8210504285569092,0.1351824700832367
47,0.8394669025403915,0.7910145086767447,0.7478500693281042,0.25214993067182,0.9889471266004752,0.8205591113815357,0.13531003892421722
48,0.8431581006488648,0.7911291592084426,0.7451481487048641,0.25485185129506055,0.9889062245686827,0.8208275786514987,0.13677532970905304
49,0.8413465218536924,0.7916404865366407,0.747480013903315,0.2525199860966093,0.9889642927381705,0.8212658631630108,0.13512243330478668
50,0.8408192078381962,0.79147685380009,0.747604679476943,0.25239532052298125,0.9889602661132791,0.8212269264761323,0.1351911723613739
51,0.8452673567108495,0.7915543275662921,0.744259888867199,0.25574011113272604,0.9889070722791862,0.8212489036528946,0.13423770666122437
52,0.8433962424623146,0.7913936567828301,0.7454314472783569,0.25456855272156786,0.9889208475748676,0.8210548091052038,0.1340157389640808
53,0.843073050001204,0.790528896384677,0.7441500822028313,0.25584991779709354,0.9888670179578971,0.820423991658104,0.13439029455184937
54,0.8393648417631987,0.7911561058536417,0.7481843130713729,0.2518156869285512,0.9889579349093945,0.820803470045538,0.13432621955871582
55,0.8421289878121706,0.7908483109264973,0.7454545454544893,0.25454545454543537,0.9889009263780361,0.8205567349379199,0.13529443740844727
56,0.8430135145478416,0.7911544920017131,0.7453060733432528,0.2546939266566719,0.9889098273383226,0.8209743462284058,0.1344728320837021
57,0.8426222815686025,0.7913905780192549,0.7460316265059679,0.25396837349395673,0.9889308081732835,0.8211292484089092,0.1353515237569809
58,0.8453864276175744,0.7911743235236445,0.743496147804567,0.25650385219535815,0.9888799455430751,0.8207671516769045,0.13606132566928864
59,0.8422735739131937,0.7910567529733651,0.7457116609689051,0.2542883390310195,0.9889130062527105,0.820790313165099,0.13523119688034058
60,0.8411253901697746,0.7912361289637065,0.746933627382802,0.25306637261712234,0.9889401329888217,0.820718596560436,0.1340644508600235
61,0.8430135145478416,0.7912871268932973,0.7455415234412635,0.2544584765586612,0.9889187282986089,0.8210223109599779,0.13641932606697083
62,0.8431410905193326,0.7910753208964888,0.7450659130878631,0.25493408691206165,0.9889028337266689,0.8209130452837595,0.1350022703409195
63,0.841040339522114,0.7908334383145804,0.7462831871763733,0.2537168128235511,0.9889142778184657,0.8204832873320788,0.1350988894701004
64,0.8450122047678674,0.7916054113429769,0.7445481932224678,0.2554518067774572,0.988913853963214,0.8211616533205454,0.1335802972316742
65,0.8433792323327826,0.7915482564575645,0.7457191201353076,0.25428087986461706,0.9889314439561611,0.8212993610779677,0.13649596273899078
66,0.8421630080712349,0.7912373246651482,0.7461194164807442,0.2538805835191803,0.9889265696207661,0.8209550174781606,0.13324113190174103
67,0.8407171470610034,0.7915138556579673,0.7477514278149137,0.25224857218501057,0.9889640808105448,0.8212341196016794,0.13636837899684906
68,0.8410318344573479,0.791255741235649,0.7470423812041438,0.25295761879578055,0.988942676120332,0.820940815595324,0.13634365797042847
69,0.8425032106618776,0.7909912593717594,0.7454154156413342,0.2545845843585905,0.9889055887858051,0.8205637564740782,0.13505451381206512
70,0.8449356591849728,0.7909381817023106,0.7434277974421546,0.2565722025577705,0.9888699849446593,0.8205862363059709,0.1352708339691162
71,0.8439065463482787,0.7911243237829061,0.7445560007803381,0.2554439992195867,0.9888960520426411,0.8208336750444736,0.13570114970207214
72,0.8422820789779598,0.7915326188736459,0.7465511782531438,0.2534488217467808,0.9889447953965907,0.8210900136824637,0.1344391107559204
73,0.8401473077216769,0.7910470420640614,0.7473689785356504,0.25263102146427385,0.9889403449164476,0.8207589460780333,0.13484685122966766
74,0.8414060573070549,0.7910855886718632,0.7464443354585018,0.25355566454142275,0.9889263576931402,0.8209039689158321,0.13585065305233002
75,0.843949071672109,0.7912525118146785,0.7447499962472609,0.255250003752664,0.9889041052924241,0.8211074672866001,0.13485032320022583
76,0.8437619602472556,0.7910455447054905,0.7445289985590219,0.255471001440903,0.9888926612006272,0.8210122501078351,0.13557322323322296
77,0.8445019008819034,0.7914111113115573,0.7446007558941189,0.255399244105806,0.988907496134438,0.8210781308739974,0.13535234332084656
78,0.8435068083042735,0.7915953257581737,0.7457029429013409,0.25429705709858386,0.9889329274495421,0.821192681414683,0.13545750081539154
79,0.8403174090169983,0.7911660204091147,0.7474467795378672,0.252553220462057,0.988946066962346,0.8208998991712019,0.13645321130752563
80,0.8436173741462324,0.7911150053877827,0.7447647222242519,0.2552352777756729,0.9888992309570291,0.8208212874218842,0.1365351676940918
81,0.8465005911019292,0.7914327468142234,0.7430920045691887,0.2569079954307366,0.9888827006022114,0.821114807008763,0.1354738026857376
82,0.8436769095995948,0.7909311213330874,0.7443924988180352,0.2556075011818897,0.9888860914442252,0.8207926303012097,0.13297025859355927
83,0.8417207447033993,0.7907902099212187,0.7456714033844618,0.2543285966154628,0.9889024098714171,0.820670083674547,0.1359715759754181
84,0.8427158372810293,0.791096131514797,0.7454352585369696,0.25456474146295505,0.9889098273383226,0.8208917513580651,0.1346869021654129
85,0.8428689284468185,0.7915558381162564,0.7461320122570416,0.25386798774288294,0.9889386494954405,0.8212886824507957,0.13515159487724304
86,0.8392032455326434,0.7909974497732337,0.7480289292536655,0.2519710707462586,0.9889494578043598,0.8206609847032472,0.13592374324798584
87,0.842443675208515,0.7917287744375207,0.7467732207478327,0.25322677925209186,0.9889558156331358,0.8212030968613521,0.13466235995292664
88,0.8438640210244484,0.7911601543375143,0.7446525870220542,0.25534741297787067,0.9888990190294032,0.8208827196969998,0.1353067010641098
89,0.8442212337446232,0.791529770784143,0.7450293099953655,0.25497069000455935,0.9889191521538607,0.8213016779067708,0.13559995591640472
90,0.8430050094830756,0.791080210032335,0.7451808859350475,0.25481911406487723,0.9889049530029276,0.8207273606177439,0.1337287276983261
91,0.8410233293925818,0.7912350770935466,0.7470122531614405,0.2529877468384839,0.9889414045545768,0.8209488310774212,0.13484984636306763
92,0.8434897981747413,0.7911341866942432,0.7448981891105727,0.2551018108893521,0.9889021979437913,0.8209278407293622,0.1349034160375595
93,0.8422480587188955,0.7909190693551083,0.7454869841460466,0.25451301585387803,0.9889041052924241,0.8207995853806668,0.13550472259521484
94,0.8393903569574969,0.7904957519081993,0.7469838482613987,0.2530161517385255,0.9889134301079623,0.8201348533985712,0.1352461278438568
95,0.8405300356361499,0.791505647370191,0.7478848511449238,0.2521151488550005,0.9889659881591776,0.8211948377074958,0.13524751365184784
96,0.8431155753250344,0.7912029098215728,0.7453122415529565,0.25468775844696817,0.9889117346869554,0.8209761618051921,0.1342810094356537
97,0.8434727880452092,0.7914023235882544,0.7453870378581766,0.25461296214174817,0.9889204237196159,0.8211115039930996,0.13312900066375732
98,0.8415761586023762,0.7912771539369585,0.7466515751744389,0.2533484248254855,0.9889369540744336,0.8210338994122149,0.13418824970722198
99,0.8386674264523811,0.790964797531594,0.7483966939639228,0.2516033060360012,0.9889543321397548,0.8207499555048561,0.13560974597930908
