epoch,recall,f1,precision,noise,accuracy,mIOU,loss
1,0.8190144875056959,0.8348884275445665,0.8513898695756961,0.14861013042430093,0.9822598871802478,0.8403206559426369,0.2329811453819275
2,0.7928528579544881,0.8320167936870317,0.8752508914636848,0.12474910853631195,0.9824675708883421,0.8372032958766669,0.15129569172859192
3,0.6765469117902488,0.7878930969979551,0.9431103401030498,0.056889659896946186,0.9800519178688274,0.8083422797537143,0.13516086339950562
4,0.9055641885765267,0.8305622588785352,0.7670338922710825,0.23296610772891505,0.9797664111173604,0.8390497049427261,0.1263500154018402
5,0.8700142344424103,0.8496431376437849,0.8302041896989958,0.16979581030100147,0.9831372353598035,0.8501264938894361,0.12216891348361969
6,0.8038227545923909,0.8251266292406284,0.84759049941688,0.15240950058311695,0.981341398214992,0.8393630378255866,0.11644521355628967
7,0.7528330008632346,0.8218840277149885,0.9048811619516138,0.09511883804838277,0.9821307347293643,0.8369136750012461,0.11545267701148987
8,0.8795221835981459,0.858252232837163,0.8379867648627835,0.16201323513721377,0.9840902336539095,0.8575756218322561,0.1128685250878334
9,0.7417572937923643,0.8173220384080039,0.9100290783630118,0.08997092163698459,0.9818418961537034,0.839278356167418,0.11190741509199142
10,0.7734292955582227,0.8347910035976477,0.906728290285697,0.09327170971429957,0.9832354356467974,0.8481134821249937,0.1061164140701294
11,0.8659737454923996,0.8613837846026761,0.8568422338355746,0.1431577661644226,0.9847370743248532,0.8597800296441508,0.10774221271276474
12,0.7547666865257152,0.8316723539357429,0.9260284593304163,0.07397154066958013,0.9832686251225853,0.847475540896174,0.10435144603252411
13,0.7738110948705137,0.8254739515184635,0.8845287943075573,0.11547120569243947,0.9820812563352945,0.8395849087967369,0.10083405673503876
14,0.8447381794315663,0.8600064434147006,0.8758368114133006,0.12416318858669646,0.9849393337587766,0.8632691093641718,0.10306061059236526
15,0.8500804306249463,0.860992931093432,0.8721892531121933,0.12781074688780375,0.9849681290896128,0.8643771029148928,0.09810240566730499
16,0.8150201436611738,0.8536872303651671,0.8962060385229801,0.10379396147701675,0.9847008427487143,0.8585448248643717,0.10066281259059906
17,0.8182529463061995,0.8564176880997023,0.8983167558061651,0.1016832441938317,0.9849748571210771,0.8611618869274295,0.0964561328291893
18,0.8245827615406093,0.8549645186144141,0.887670763903476,0.11232923609652097,0.9846793870885663,0.8610936630844456,0.09535777568817139
19,0.8487016618998062,0.8632761666798674,0.8783599954980004,0.12164000450199663,0.9852780531227336,0.8668371129538376,0.09343663603067398
20,0.8111510088289966,0.855072241001899,0.9040221594162422,0.09597784058375461,0.9849420378479775,0.8616940412804532,0.09177585691213608
21,0.8668087661592345,0.8640925280925756,0.8613932700314635,0.13860672996853365,0.9850678584746669,0.8676323997589792,0.09121603518724442
22,0.8381573583367281,0.8615698034789504,0.8863278155256343,0.11367218447436266,0.9852503523041929,0.8656518312102308,0.09169062227010727
23,0.8325229527812101,0.8576511920667701,0.8843435552864948,0.1156564447135022,0.9848659531476627,0.8641442524927013,0.09193770587444305
24,0.8465313723524956,0.863737258597358,0.8816570909227799,0.1183429090772171,0.9853730342559169,0.8679247174967624,0.08974981307983398
25,0.8471527147283102,0.8632201526396395,0.8799088670537216,0.12009113294627541,0.9852979474932835,0.8675995666387887,0.08927743881940842
26,0.8204120669744747,0.857214099917786,0.8974729388130668,0.10252706118693006,0.9850326892192856,0.8635514661166704,0.08869657665491104
27,0.8345089558244357,0.8608325342353753,0.8888709050785593,0.11112909492143772,0.9852236977106407,0.8659445812375389,0.08856412768363953
28,0.8413775225133716,0.8617803671881088,0.8831973244559875,0.11680267554400944,0.9852198186302988,0.8665777069810932,0.08893777430057526
